content,meta,ort,region,years,split_nr
Österåker – möjligheternas skärgårdskommun.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Österåker,Stockholm,2020–2023,10
"I Österåker kommuns vision lyfts fyra strategiska områden fram, som biblioteksverksamheten kopplar sina mål till: KvalitetÖsteråker står för hög kvalitet i all service och verksamhet som finansieras med kommunala medel.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Österåker,Stockholm,2020–2023,11
Verksamheten präglas av tillit och öppenhet.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Österåker,Stockholm,2020–2023,12
Invånaren står i fokus och arbetet syftar till ständiga förbättringar.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Österåker,Stockholm,2020–2023,13
Bibliotekens mål: Erbjuda en kvalificerad service på biblioteken och ha en öppen dialog med invånarna.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Österåker,Stockholm,2020–2023,14
Biblioteken ska erbjuda öppettider som gör det möjligt för kommunens medborgare att kunna komma till biblioteken även på kvällstid och helger.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Österåker,Stockholm,2020–2023,15
"Bibliotekens verksamhet ska främja läs och språkutveckling, stimulera fantasi och uppmuntra till kreativitet.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Österåker,Stockholm,2020–2023,16
"Ett brett utbud av programverksamhet och aktiviteter, som ska riktas särskilt mot de i bibliotekslagen nämnda prioriterade grupperna, ska erbjudas.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Österåker,Stockholm,2020–2023,17
"Utbudet av medier ska stå för kvalitet och aktualitet, och skapa lust och intresse för läsning, kultur och bildning.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 18}",Österåker,Stockholm,2020–2023,18
"Trygghet Österåker är en trygg kommun att leva och verka i, liksom att besöka.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 19}",Österåker,Stockholm,2020–2023,19
"Här kan människor mötas, känna sig som hemma och finna lugn.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 20}",Österåker,Stockholm,2020–2023,20
Trygghetsskapande åtgärder kombineras med långsiktiga och främjande insatser som ger resultat.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 21}",Österåker,Stockholm,2020–2023,21
Här finns trygghet genom hela livet.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 22}",Österåker,Stockholm,2020–2023,22
"Bibliotekens mål: Bibliotekens lokaler ska vara säkra platser, alla invånare ska känna sig trygga och välkomna.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Österåker,Stockholm,2020–2023,0
"Genom samverkan med andra kommunala verksamheter, det civila samhället, näringslivet, föreningar och myndigheter skapar biblioteken en öppen och mångfacetterad samlingsplats där många instanser samarbetar för att gagna invånarnas trygghet och gemenskap.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Österåker,Stockholm,2020–2023,1
Valfrihet Österåker erbjuder ett brett utbud och stor valfrihet.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Österåker,Stockholm,2020–2023,2
"Med stor mångfald inom välfärdstjänster, näringsliv, kultur och föreningsliv, så väl som god variation av naturtyper och bostadsmiljöer, finns många möjligheter att välja hur livet ska se ut.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Österåker,Stockholm,2020–2023,3
"Bibliotekens mål: Ett brett bestånd av olika typer av medier ska erbjudas på biblioteken, och det ska bidra till människors lust till läsning, kulturdeltagande, digitalt deltagande och bildning.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Österåker,Stockholm,2020–2023,4
"Det samma gäller för utbudet av aktiviteter och program, där innehållet ska vara variationsrikt för att nå olika grupper och kunna passa invånarnas olika preferenser.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Österåker,Stockholm,2020–2023,5
Hållbar framtid Österåker använder gemensamma resurser på ett sådant sätt att framtida generationers framtidsutsikter inte äventyras.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Österåker,Stockholm,2020–2023,6
Det handlar såväl om ekologi som om en ansvarsfull social och ekologisk utveckling.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Österåker,Stockholm,2020–2023,7
Österåker har ett offensivt och innovativt förhållningssätt till hållbarhet och ger kommunens invånare förutsättningar att göra kloka val.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Österåker,Stockholm,2020–2023,8
Bibliotekens mål: Själva grundtanken med bibliotek är att låna böcker och andra medier.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Österåker,Stockholm,2020–2023,9
På så sätt delar redan invånarna i Österåker på de resurser som de själva bidragit till.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Österåker,Stockholm,2020–2023,10
"Ytterligare en aspekt för en hållbar framtid är att den kunskap och lust som invånarna förskansar sig på biblioteken genom läsning, digitalt deltagande, aktiviteter och möten med andra människor, omsätts till livslång kunskap och erfarenheter.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Österåker,Stockholm,2020–2023,11
"Det i sin tur bidrar till livskvalitet och trygghet, ökad möjlighet att göra kloka val, samt en hållbar framtid.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Österåker,Stockholm,2020–2023,12
"Biblioteken i Österåker ska således verka för en hållbar framtid genom att erbjuda invånarna i Österåker kvalificerad service, dialog med invånarna, ett brett utbud av medier och kulturella upplevelser.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Österåker,Stockholm,2020–2023,13
De fyra strategiska områdena ska genomsyra biblioteksverksamheten liksom ska kommunens inriktningsmål.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Österåker,Stockholm,2020–2023,14
"I ett demokratiskt samhälle har alla lika rätt att fritt ta del av information, att delta i samhällsdebatten och i kulturlivet samt att kunna söka kunskap.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Österåker,Stockholm,2020–2023,15
"En strategisk biblioteksutveckling behöver kombinera historik och tradition med en samtida, föränderlig omvärld.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Österåker,Stockholm,2020–2023,16
"Kärnan i verksamheterna är intakt; att främja läsning och litteratur, språkutveckling, fritt kunskapssökande, yttrandefrihet, och att bidra till kultur och bildning.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Österåker,Stockholm,2020–2023,17
"Uttrycken och aktiviteterna behöver anpassas till användarnas nutida och framtida litteraturoch informationsbehov, möjligheter, medievanor och livsstilar.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 18}",Österåker,Stockholm,2020–2023,18
Den enskildes digitala delaktighet ska främjas och stödjas.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 19}",Österåker,Stockholm,2020–2023,19
"Parallellt med den digitala utvecklingen ökar människors behov av fysiska möten, inte minst bland unga.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 20}",Österåker,Stockholm,2020–2023,20
För att motverka utanförskap behöver fler människor ha möjlighet att ingå i sociala nätverk.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 21}",Österåker,Stockholm,2020–2023,21
Informations och medielandskapet förändras snabbt.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Österåker,Stockholm,2020–2023,0
"Berättelser, litteratur, information och kulturyttringar skapas, lagras och förmedlas i allt högre omfattning digitalt.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Österåker,Stockholm,2020–2023,1
Även en stor del av samhälls och kulturdebatten förs via sociala medier.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Österåker,Stockholm,2020–2023,2
"Utbudet av eböcker, etidskrifter och annat ematerial växer, vilket i sin tur ökar människors behov av att få tillgång till fler etjänster.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Österåker,Stockholm,2020–2023,3
"Folkbiblioteken är offentliga rum, öppna på lika villkor för alla, oavsett den enskildes ärende, ekonomi, etnicitet, ålder, religiösa eller politiska övertygelser.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Österåker,Stockholm,2020–2023,4
"Folkbibliotek  Biblioteken i Österåkers kommun medverkar aktivt till demokrati och mångfald, samt bidrar till medborgarnas läsning, bildning och studier.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Österåker,Stockholm,2020–2023,5
"Verksamheten är en kreativ balans mellan tradition och framtid, mellan det erfarna och det annorlunda.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Österåker,Stockholm,2020–2023,6
Biblioteken arbetar inkluderande och är tillgängliga för alla.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Österåker,Stockholm,2020–2023,7
"De kännetecknas av kompetens, personligt bemötande och hög service gentemot användarna.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Österåker,Stockholm,2020–2023,8
Biblioteken i Österåkers kommun är en självklar fysisk och digital mötesplats som stimulerar till läsning och tillgång till litteratur.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Österåker,Stockholm,2020–2023,9
Allt detta bidrar till ökad kunskap och delaktighet genom livets alla skeden.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Österåker,Stockholm,2020–2023,10
"Skolbibliotek  Skolbibliotek är en resurs för pedagoger och elever med syftet att stimulera elevernas intresse för läsning och litteratur, och att fungera som ett stöd i undervisningen.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Österåker,Stockholm,2020–2023,11
"Skolbiblioteken ska kunna användas av eleverna som en del i undervisningen, antingen i skolenhetens egna lokaler eller på rimligt avstånd från skolan.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Österåker,Stockholm,2020–2023,12
"Enligt skollagen (2010:800) ska eleverna i grundskolan, grundsärskolan, specialskolan, sameskolan, gymnasieskolan och gymnasiesärskolan ha tillgång till skolbibliotek.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Österåker,Stockholm,2020–2023,13
Kravet gäller både offentlig och fristående skola.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Österåker,Stockholm,2020–2023,14
Det är huvudmannen för den offentliga eller fristående skolverksamheten som ansvarar för att anordna skolbibliotek i enlighet med lagstiftningens krav.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Österåker,Stockholm,2020–2023,15
"Folkbibliotekets målområden och prioriterade grupper  Människors väg till att nå kunskap och bildning, och i förlängningen kunna vara aktiva medborgare i en demokrati, är olika.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Österåker,Stockholm,2020–2023,16
Därför är det viktigt att biblioteken finns tillgängliga både virtuellt och som fysisk mötesplats.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Österåker,Stockholm,2020–2023,17
På folkbiblioteken kan besökare mötas över gränser och kulturer.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 18}",Österåker,Stockholm,2020–2023,18
Här har alla samma förutsättningar att utveckla ett källkritiskt förhållningssätt och kunna ta del av den snabba tekniska utvecklingen.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 19}",Österåker,Stockholm,2020–2023,19
"Litteraturförmedling och läsfrämjande är centrala mål i verksamheten, och det är numera även uppgiften att öka den digitala delaktigheten.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 20}",Österåker,Stockholm,2020–2023,20
Det arbetet genomförs på olika sätt beroende på målgrupp.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 21}",Österåker,Stockholm,2020–2023,21
"Bibliotekens verksamhet riktar sig mot alla, dock prioriteras särskilt grupperna: barn och unga 018 år, nationella minoriteter, nya svenskar och personer med funktionsnedsättningar.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 22}",Österåker,Stockholm,2020–2023,22
Allt i enlighet med vad som står i Bibliotekslagen (2013:801).,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 23}",Österåker,Stockholm,2020–2023,23
Mål  litteraturförmedling och läsfrämjande  Biblioteksverksamhetens kärnuppdrag är läsfrämjande insatser och bildning.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 24}",Österåker,Stockholm,2020–2023,24
"Att skapa förutsättningar för invånarna att kunna stärka sin läsförmåga, läslust och tillgång till litteratur och kunskapsinhämtning är viktiga uppdrag som är prioriterade.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 25}",Österåker,Stockholm,2020–2023,25
"Genom klassbesök, aktiviteter, program och bibliotekspersonalens referensarbete ute i","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 26}",Österåker,Stockholm,2020–2023,26
bibliotekslokalerna uppnår vi de målen.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Österåker,Stockholm,2020–2023,0
"Genom samverkan inom kommunen, med andra kommuner, Regionbibliotek Stockholm, kompetenshöjande insatser för personal och nationella projekt, kan insatserna generera än mer resultat för att främja språkutvecklingen.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Österåker,Stockholm,2020–2023,1
Mål  digital delaktighet  Biblioteken ska bidra till att öka både kunskapen om informationsteknik och den digitala delaktigheten genom att ligga i framkant med den tekniska utvecklingen och ge alla möjligheten att kunna utveckla sin digitala kompetens.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Österåker,Stockholm,2020–2023,2
Det kan göras i egen regi eller i samarbete med externa aktörer som undervisar.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Österåker,Stockholm,2020–2023,3
Det har stor folkbildande betydelse och är en viktig demokratifråga att göra alla delaktiga i den digitala utvecklingen.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Österåker,Stockholm,2020–2023,4
"Prioriterad grupp Personer med funktionsnedsättning  Alla människor har lika rätt till bibliotekets tjänster, och funktionshinder ska inte stå i vägen för att ta del av dem.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Österåker,Stockholm,2020–2023,5
Den fysiska tillgängligheten ska alltid granskas så att enkelt avhjälpta hinder undanröjs.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Österåker,Stockholm,2020–2023,6
Biblioteken erbjuder olika tekniska hjälpmedel och anpassade medier för att öka möjligheten att ta del av information och litteratur.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Österåker,Stockholm,2020–2023,7
"Förmedling av medier genom MTM (Myndigheten för tillgängliga medier) är något som folkbiblioteken arbetar med, genom att fungera som ombud.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Österåker,Stockholm,2020–2023,8
"Den uppsökande verksamheten (Boken kommer), vilket innebär att biblioteket kommer ut till dem som inte har möjlighet att ta sig till biblioteket, är en viktig del för att öka tillgängligheten till bibliotekets tjänster.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Österåker,Stockholm,2020–2023,9
"Prioriterad grupp Nationella minoriteter  Med nationella minoriteter avses judar, romer, samer, sverigefinnar och tornedalingar och de nationella minoritetsspråken är jiddisch, romani chib, samiska, finska och meänkieli.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Österåker,Stockholm,2020–2023,10
Fokus ligger på den finsktalande minoriteten eftersom kommunen är förvaltningsområde för det finska språket.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Österåker,Stockholm,2020–2023,11
Biblioteket erbjuder litteratur på de nationella minoritetsspråken och genom olika samarbeten även författarbesök och andra aktiviteter riktade främst mot den finsktalande gruppen.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Österåker,Stockholm,2020–2023,12
"Prioriterad grupp Invånare med andra modersmål än svenska  Biblioteket erbjuder medier på andra språk än svenska efter invånarnas behov, och även medier på lättläst svenska.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Österåker,Stockholm,2020–2023,13
"I egen regi, eller i samarbete, erbjuds också olika aktiviteter för att främja språkutvecklingen.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Österåker,Stockholm,2020–2023,14
Biblioteket erbjuder ett mindre bestånd av aktuell kurslitteratur för studerande på Komvux och/eller SFI.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Österåker,Stockholm,2020–2023,15
"För andra utbildningsnivåer kan litteratur, i mån av tillgänglighet, lånas in från andra bibliotek.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Österåker,Stockholm,2020–2023,16
Prioriterad grupp  Barn och ungdom  Biblioteket ska stimulera till nyfikenhet och läslust genom att erbjuda texter och medier i olika former och format som inspirerar och utvecklar läsförmågan hos alla barn och ungdomar.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Österåker,Stockholm,2020–2023,17
"De olika aktiviteterna kan vara klassbesök med bokprat, bokcirklar, BVCträffar, filmkurser, skrivarverkstad, Sång och boksamtal, författarbesök, lovaktiviteter och annat.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 18}",Österåker,Stockholm,2020–2023,18
Att bjuda in till dialog med barn och unga är en viktig aspekt i biblioteksverksamheten.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 19}",Österåker,Stockholm,2020–2023,19
"Barnkonventionen, som blivit lag 2020, ska genomsyra verksamheten och barn och unga ska komma till tals om biblioteksfrågor.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 20}",Österåker,Stockholm,2020–2023,20
"4, Genomförande och uppföljning av Biblioteksplanen Genomförandet av målen i biblioteksplanen sker i inom ramarna för Österåker kommuns planerings och uppföljningsprocess.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Österåker,Stockholm,2020–2023,0
"Biblioteksplanen ska användas i bibliotekens verksamhetsplaner, där målen bryts ned och inlemmas i den faktiska verksamheten.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Österåker,Stockholm,2020–2023,1
Uppföljningen sker årligen i samband med verksamhetsberättelse.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Österåker,Stockholm,2020–2023,2
"Källförteckning Österåkers kommun Vision 20202040 Bibliotekslagen (SFS 2013:801) Skollagen (SFS 2010:800) Den nya skollagen  för kunskap, valfrihet och trygghet, prop. 2009/2010:165 UNESCO:s och IFLA:s riktlinjer för folk och skolbibliotek  Unesco och IFLA har utarbetat ett Folkbiblioteksmanifest och ett Skolbiblioteksmanifest, för att markera bibliotekens betydelse för individen och samhället.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Österåker,Stockholm,2020–2023,3
"Ur Folkbiblioteksmanifestet Frihet, välfärd, samhällelig och personlig utveckling är grundläggande mänskliga värden.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Österåker,Stockholm,2020–2023,4
De kan bara förverkligas genom välinformerade medborgare med möjlighet att utöva sina demokratiska rättigheter och därmed spela en aktiv roll i samhällsutvecklingen.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Österåker,Stockholm,2020–2023,5
"Folkbiblioteket som lokalt kunskapscentrum utgör en grundförutsättning för ett livslångt lärande, ett självständigt ställningstagande och en kulturell utveckling för den enskilde och för olika grupper i samhället.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Österåker,Stockholm,2020–2023,6
"Svenska Unescorådet, verksamt inom Utbildningsdepartementet, har i sin skriftserie publicerat folkbiblioteksmanifestet.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Österåker,Stockholm,2020–2023,7
Den svenska regeringen har därmed uttryckt sitt stöd för Unescos rekommendationer.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Österåker,Stockholm,2020–2023,8
Ur Skolbiblioteksmanifestet Skolbiblioteket förmedlar kunskap och tankar som är grundläggande i ett informations och kunskapssamhälle.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Österåker,Stockholm,2020–2023,9
Skolbiblioteket ger eleverna de färdigheter som behövs för ett livslångt lärande.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Österåker,Stockholm,2020–2023,10
Det ger dem möjlighet att utveckla sin inlevelseförmåga för att de ska kunna ta sitt ansvar som medborgare.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Österåker,Stockholm,2020–2023,11
"Även skolbiblioteksmanifestet har publicerats i Svenska Unescorådets skriftserie, vilket betyder att regeringen ställt sig bakom även denna rekommendation.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Österåker,Stockholm,2020–2023,12
FN:s Barnkonvention  Alla barn har samma rättigheter och lika värde.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Österåker,Stockholm,2020–2023,13
Ingen får diskrimineras.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Österåker,Stockholm,2020–2023,14
Barnets bästa ska alltid komma i främsta rummet vid alla åtgärder som rör barnet.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Österåker,Stockholm,2020–2023,15
"Varje barn har rätt att överleva, leva och utvecklas.","{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Österåker,Stockholm,2020–2023,16
Varje barn har rätt att uttrycka sina åsikter och få dem beaktade i alla frågor som berör honom eller henne.,"{'ort': 'Österåker', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Österåker,Stockholm,2020–2023,17
Biblioteken i Danderyd Diarienummer  Senast uppdaterad  Beslutsinstans  Ansvarig processägare    Kultur och fritidsnämnd.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Danderyd,Stockholm,2020–2023,0
Jacob Åström Wennbom  Biblioteksplanens syfte Biblioteksplanen är ett strategiskt dokument för långsiktig utveckling av Danderyds kommuns biblioteksverksamhet.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Danderyd,Stockholm,2020–2023,1
Planen avses fungera som stöd för kommunens personal och ledning i arbetet att utforma och prioritera biblioteksverksamheten de kommande fyra åren.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Danderyd,Stockholm,2020–2023,2
Den utgör grund för verksamhetsplaner där konkreta åtgärder formuleras.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Danderyd,Stockholm,2020–2023,3
"Biblioteksplanen gäller för Biblioteksplanen täcker all biblioteksverksamhet i kommunen, inklusive skolbiblioteksverksamheten och den biblioteksverksamhet som påverkar annan verksamhet i kommunen än folkbibliotekets.1 Biblioteksplanens tänkta läsare är utöver berörd personal, politiker i Danderyds kommun och intresserad allmänhet.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Danderyd,Stockholm,2020–2023,4
Exempelvis biblioteksverksamhet för kommunens förskolor och samarbete med kommunala barnavårdscentraler.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Danderyd,Stockholm,2020–2023,5
"Innehållsförteckning Biblioteksplanens syfte ........................................................................................................................ 1 Biblioteksplanen gäller för ................................................................................................................... 1 Innehållsförteckning ............................................................................................................................ 2 Grundläggande dokument ................................................................................................................... 3 Mediepolicy ............................................................................................................................................................. 3  Danderyds kommuns vision och bibliotekens funktion .................................................................... 3 Demografi ................................................................................................................................................................ 4 Bibliotekets uppdrag och själ .................................................................................................................................. 5  Biblioteken I Danderyd ......................................................................................................................... 6 Utställningsytor ........................................................................................................................................................ 6 Kommunikation och sociala medier ........................................................................................................................ 6 Nytt bibliotek 2021 ................................................................................................................................................... 7  Bibliotekens vänner och programverksamhet för vuxna ................................................................... 7 Skolan och skolbiblioteken.................................................................................................................. 7 Skolor och skolbibliotek i Danderyds kommun ....................................................................................................... 7 Skolbibliotekens uppdrag ........................................................................................................................................ 8 Folkbiblioteket och skolorna .................................................................................................................................... 8 Klassbesök, bokprat och biblioteksskola ................................................................................................................... 8 Lärarkort ..................................................................................................................................................................... 8 Stöd vid personalförsörjning ...................................................................................................................................... 9  Barnverksamhet ................................................................................................................................... 9 Barn på fritiden ........................................................................................................................................................ 9 Strategier för att nå målen........................................................................................................................................ 10 Förskolan ............................................................................................................................................................... 10 Nätverk för förskola och bibliotek ........................................................................................................................... 11 Öppna förskolan .................................................................................................................................................... 11 BVC och Språktåget .............................................................................................................................................. 11  Prioriterade grupper ........................................................................................................................... 11 Strategier för att nå målen........................................................................................................................................ 12 Anpassade medier ................................................................................................................................................ 13  Biblioteket och samhällets digitalisering .......................................................................................... 13 Strategier för att nå målen........................................................................................................................................ 14 ITservice och –utrustning ..................................................................................................................................... 14 Digitala medier ...................................................................................................................................................... 14 Emedier ................................................................................................................................................................ 14 Databaser .............................................................................................................................................................. 15  Övriga utvecklingsområden............................................................................................................... 15 Libris ...................................................................................................................................................................... 15 Meröppet ............................................................................................................................................................... 15  Genomförande och uppföljning......................................................................................................... 15 Litteratur ............................................................................................................................................. 16","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Danderyd,Stockholm,2020–2023,0
